bairro_id,preco_total,area,quartos,banheiros,vagas
72,3545,70,2,2,0
26,1555,52,0,1,0
85,1230,67,2,2,0
7,1875,24,0,1,1
12,4410,115,3,3,0
60,1383,100,2,1,0
20,3610,165,4,4,1
26,1163,33,0,1,0
21,1000,74,2,1,0
43,5839,372,3,2,2
26,1331,53,0,1,0
26,1406,75,2,1,0
40,1386,76,2,1,1
7,1560,29,0,1,1
55,6395,95,2,2,1
30,3050,50,1,1,0
30,2190,38,1,1,0
26,1851,42,2,1,0
26,904,30,1,1,0
20,900,40,2,1,1
20,1135,40,2,1,1
134,1785,78,2,1,1
102,7150,122,2,2,2
103,3712,170,0,1,8
20,2365,45,2,2,1
59,8700,140,3,2,1
40,1500,80,2,1,1
40,1670,60,2,2,0
7,12854,493,4,6,2
89,1520,75,2,1,1
48,2750,88,2,1,0
124,2421,64,2,2,1
30,3685,50,2,1,0
72,2356,86,2,1,0
101,922,80,2,1,0
26,1310,30,1,1,0
83,2300,90,3,2,1
121,1110,15,0,1,1
92,1303,60,3,1,0
0,1240,78,2,2,0
30,3950,82,2,3,0
90,1275,45,2,1,0
52,21475,547,4,5,3
70,17687,227,3,1,3
26,1420,30,1,1,0
93,3833,80,2,2,1
134,1360,85,2,1,0
26,1005,35,0,1,0
92,1226,55,2,1,0
2,2190,66,3,1,1
90,3050,85,0,2,0
40,2200,80,2,1,1
71,200,10,0,0,0
112,1480,28,0,0,1
89,4980,274,4,3,2
65,8636,110,2,3,1
20,930,45,2,1,0
30,3400,50,1,1,0
26,2152,38,0,1,0
134,1648,105,2,2,0
65,2265,30,0,0,1
134,1650,105,2,1,0
98,2441,45,0,2,0
7,1845,30,0,1,1
12,3100,102,2,1,0
129,3580,95,0,2,1
102,1620,30,0,1,0
124,17986,257,0,6,11
39,1430,55,2,2,0
27,1555,40,1,1,0
59,4602,80,2,1,1
0,1170,55,1,1,0
125,1607,57,2,1,0
21,1390,70,2,1,1
7,1747,43,0,1,1
90,1120,45,2,1,0
26,950,29,0,1,0
122,1300,40,1,1,1
62,1306,25,1,1,0
9,1150,54,0,1,0
26,2506,66,0,0,0
43,2100,62,2,1,1
7,4800,60,1,1,1
124,3420,89,3,2,2
48,1800,70,2,1,0
39,1680,70,3,2,0
122,1270,67,3,2,0
92,990,59,2,1,0
79,3005,105,2,2,1
47,1960,54,1,1,0
7,6900,289,3,3,2
7,1291,25,0,0,0
92,970,60,2,1,0
26,2100,35,0,1,0
26,1531,36,0,1,0
7,1582,28,0,1,1
26,2000,39,0,0,0
122,1600,72,3,1,0
100,1300,65,2,1,0
30,3178,75,2,1,0
7,1555,29,0,1,1
60,1980,73,2,1,1
121,1218,56,2,1,0
30,1260,28,0,1,0
26,2225,48,1,1,0
74,3900,80,2,2,0
99,1380,70,2,1,0
20,1100,16,0,1,0
89,1037,45,2,1,0
39,1500,66,2,2,1
48,2050,60,2,1,0
124,2100,67,2,2,0
30,1300,37,0,1,0
111,1480,70,2,1,0
83,1750,54,1,2,0
26,900,30,0,1,0
83,1800,54,2,2,0
26,2350,50,0,1,0
15,1000,45,1,1,0
30,1310,28,0,1,0
124,2630,70,3,1,1
70,5168,95,3,3,1
48,2720,92,0,0,0
26,1476,26,0,1,0
67,2400,136,4,3,1
102,4450,160,3,3,2
20,800,40,2,1,1
7,3280,40,0,1,1
99,1300,62,3,2,0
125,1622,40,2,1,1
40,1050,54,1,1,0
83,934,32,0,0,0
73,4020,40,2,1,1
90,950,84,2,1,0
65,4000,115,2,2,0
20,845,45,2,1,0
124,1600,60,2,1,8
26,1656,72,0,0,0
70,6540,82,2,4,1
43,5009,303,4,4,2
20,1100,44,2,1,1
11,4900,478,5,3,0
26,720,25,0,1,0
72,4145,90,2,2,0
134,2750,67,2,2,1
30,32901,563,19,17,0
59,9100,190,3,3,1
55,4596,83,3,2,1
26,1316,39,0,1,0
26,950,49,0,1,0
40,1820,55,2,1,1
26,1550,42,1,1,0
125,2022,80,3,2,1
92,1189,45,2,1,0
124,2216,45,2,1,0
134,1530,50,1,1,0
26,2340,67,0,0,0
124,2360,55,2,1,0
26,800,30,0,0,0
0,1630,72,2,2,0
111,2030,60,2,1,0
86,700,49,0,2,0
26,1355,35,1,1,0
2,2755,119,3,2,2
26,450,2,0,0,0
136,1600,75,2,1,1
26,400,12,0,0,1
98,450,40,1,1,0
73,6433,105,3,3,0
66,1100,35,1,1,0
30,3185,30,1,1,0
89,1540,23,0,1,1
26,1130,30,0,1,0
83,1200,44,1,1,1
64,807,45,2,1,0
124,2232,63,2,2,0
26,1475,40,1,1,0
26,1130,32,0,1,0
48,2300,70,2,1,0
134,2071,55,2,1,0
26,1040,21,0,1,0
40,1100,45,1,1,1
124,2350,72,2,1,0
26,1750,45,0,1,0
7,4850,79,0,2,2
12,2050,38,1,0,0
20,757,60,2,1,0
38,965,60,2,1,0
106,2064,75,2,1,0
26,1380,36,0,1,0
107,1400,72,3,2,0
128,8450,160,3,3,1
7,199,30,0,0,0
83,1610,75,2,1,0
119,1880,60,2,2,0
122,2076,70,3,2,1
93,1633,100,3,1,0
76,3562,20,0,0,0
7,2570,40,0,1,1
20,1300,250,3,2,0
26,937,35,0,1,0
124,4485,280,7,3,2
83,1725,62,2,1,1
124,1904,52,2,1,0
83,1611,62,2,2,0
26,2380,67,0,2,0
7,3882,50,1,1,1
26,10970,244,0,5,0
59,43577,325,9,4,2
122,4910,260,3,3,2
11,1500,120,3,2,1
58,1260,54,2,1,1
102,7700,74,2,2,1
7,3970,60,0,0,1
42,136372,1324,0,4,14
15,1400,60,3,1,0
89,1700,52,2,1,1
20,950,90,2,1,0
44,2500,72,2,2,1
26,2306,41,0,1,0
30,2300,32,1,1,1
7,2031,38,0,1,1
7,2867,46,0,0,1
26,1688,36,1,1,0
128,5200,127,3,2,1
134,2340,88,2,1,1
7,6800,99,3,2,2
119,2658,109,3,2,1
12,5000,91,1,1,1
7,3000,35,0,0,1
26,1749,27,0,1,1
124,1669,45,1,1,0
20,1200,60,2,1,1
30,1371,22,0,1,0
136,1350,60,2,1,0
122,5642,320,3,2,2
7,23910,300,4,5,2
100,1742,57,2,1,1
26,1150,31,0,1,0
20,1163,70,2,1,2
7,3590,60,0,1,1
26,1759,44,0,2,0
20,2000,50,1,1,1
83,1370,35,2,1,0
26,1068,35,0,1,0
122,1120,60,2,1,0
124,1528,38,1,1,0
15,1523,68,2,1,0
21,6295,559,0,0,0
124,2086,33,0,1,1
65,5757,118,3,2,1
20,1100,15,0,1,0
36,1360,63,2,2,0
85,1250,60,2,1,0
122,1170,60,1,1,1
102,1315,30,0,1,1
26,3811,42,0,0,0
26,1405,45,0,1,0
30,1430,29,0,1,0
98,1699,57,2,1,0
76,986,57,2,1,0
26,1509,42,0,1,0
80,1210,48,2,1,0
74,1978,40,1,1,0
26,1260,35,0,1,0
15,1800,65,2,1,0
43,1850,100,2,1,0
23,2050,64,2,1,0
26,2750,75,2,2,0
12,5000,71,2,0,1
83,1900,68,2,1,1
26,2200,63,0,1,0
119,3400,92,3,2,1
26,2000,155,1,1,0
26,900,50,0,1,0
26,1350,30,1,1,0
93,969,46,2,1,0
91,850,16,0,0,0
7,6500,90,1,1,1
124,3000,109,3,1,1
7,22100,600,5,7,3
26,1450,40,1,1,0
26,1187,26,0,1,0
59,4653,51,0,0,0
134,1500,30,1,1,1
134,1738,49,1,1,1
48,2670,79,2,2,1
20,1050,44,2,1,0
90,1115,70,2,1,0
42,3040,68,2,2,0
26,2500,47,2,1,0
102,1722,28,0,1,0
26,1169,28,1,1,0
26,2760,50,1,1,0
134,2185,65,2,2,0
26,700,35,0,1,0
26,1771,35,0,1,0
30,1606,40,0,1,0
122,1600,80,2,1,2
102,1788,61,1,0,1
60,2340,130,3,3,1
30,1630,18,0,1,0
2,3975,65,2,1,1
26,1728,44,0,1,0
91,1377,46,1,1,0
74,4812,103,3,1,1
102,1820,38,0,0,1
124,1240,30,0,1,0
85,1600,57,2,1,0
101,2550,38,0,1,2
102,1700,28,0,1,0
111,1380,40,1,1,0
122,8154,160,0,2,0
91,690,52,0,1,0
26,1620,40,1,1,0
124,2410,65,2,1,1
30,2950,50,1,1,0
134,1547,105,2,1,0
7,1539,26,0,1,1
26,1568,70,0,1,0
26,1220,51,1,1,0
43,1480,58,3,1,0
111,1627,36,1,1,0
26,3000,40,0,1,0
110,29436,1926,0,1,0
30,4284,80,3,1,1
26,3950,110,0,2,0
7,5000,67,0,2,1
106,2768,112,3,1,1
7,1520,31,0,1,0
2,1550,57,2,1,0
119,1285,40,1,1,0
26,771,35,0,1,0
12,5850,98,2,1,1
97,1555,95,2,2,1
8,42000,3860,0,0,0
3,2000,77,2,2,0
122,4720,140,3,3,2
102,1554,30,0,0,0
30,14800,301,4,1,1
65,15237,170,4,4,1
19,1000,76,2,1,0
122,1185,70,2,1,0
7,1700,30,0,1,1
60,992,50,2,1,0
30,999,30,0,1,0
26,3400,86,0,1,0
34,1610,55,1,0,1
83,1800,45,1,1,1
44,4950,150,3,6,2
43,1450,70,1,1,0
20,751,40,1,1,1
84,1030,52,2,1,0
12,3412,45,1,1,0
34,1708,25,1,0,1
73,5885,100,3,2,2
90,760,45,1,1,0
137,1710,25,0,1,1
122,930,60,1,1,1
110,5490,199,4,4,2
59,4848,55,0,1,0
26,1280,25,0,1,0
79,2265,70,2,1,0
102,7800,420,4,3,2
111,1580,70,2,1,0
99,950,58,2,1,0
93,1100,36,2,1,0
20,850,43,2,1,0
26,2259,95,0,2,0
59,6020,70,1,3,1
134,2000,87,3,2,1
30,1400,40,0,1,0
23,3100,48,0,0,1
26,1250,30,0,1,0
51,875,54,2,2,1
76,910,54,1,1,0
48,3721,135,4,2,1
51,1400,30,0,1,0
44,996,24,0,1,1
111,1621,37,1,1,0
30,1159,30,0,1,0
7,2547,30,0,1,1
26,1130,55,0,0,0
41,1695,65,2,1,0
7,1911,33,0,1,1
40,1580,85,2,1,1
124,3180,80,3,3,1
38,1405,50,1,1,0
7,2430,30,0,1,1
124,2286,56,2,1,1
26,852,5,0,0,1
124,1700,40,0,1,0
124,2280,70,2,1,1
26,1800,33,0,1,0
26,1973,29,0,1,2
102,2850,51,0,0,1
133,30474,2057,0,22,6
47,3160,50,2,1,0
124,1767,55,2,1,0
7,3965,60,0,1,1
20,1950,50,2,1,0
26,1117,35,0,1,0
20,3200,220,0,2,0
124,1540,50,1,1,0
83,980,8,0,0,0
2,2180,72,1,2,1
26,1370,33,0,1,0
26,1357,38,1,1,0
119,4717,150,3,3,1
43,3800,104,3,2,1
26,1665,35,1,1,0
124,2378,28,0,0,1
26,920,30,1,1,0
83,2306,140,2,1,0
40,1360,75,3,1,0
30,4670,51,2,1,1
7,1920,30,0,1,1
20,1000,47,2,1,0
62,2900,100,4,3,2
30,3129,70,2,1,0
26,2364,61,0,1,0
26,998,29,0,1,0
20,1200,60,2,1,1
124,2250,85,2,1,1
26,1912,43,0,1,0
59,27100,380,3,2,3
26,6136,118,0,1,0
26,1510,65,1,1,0
26,675,21,0,1,0
134,1972,68,2,2,0
83,1484,62,2,1,0
102,1490,65,2,1,0
26,800,30,0,1,0
124,3390,140,4,2,2
26,1278,32,1,1,0
102,8560,195,3,4,3
102,5458,185,4,3,2
30,4220,86,3,2,1
26,1050,25,0,2,0
26,879,26,0,1,0
102,1788,78,1,2,1
122,3770,139,4,3,1
38,1277,65,2,1,0
59,2800,27,1,1,0
130,5700,180,4,3,3
26,1147,25,0,1,0
67,1350,40,1,1,1
7,1720,28,0,1,1
26,1250,35,1,1,0
7,199,30,0,1,0
26,1725,58,0,1,0
51,1000,44,2,1,1
40,1733,56,2,1,0
38,1150,45,2,1,0
11,1190,48,1,1,0
35,2390,90,2,1,0
119,4700,200,3,2,1
26,1430,34,0,0,0
79,2800,120,3,2,1
83,700,40,1,1,0
21,1020,117,2,1,0
83,1800,80,3,1,0
20,750,50,2,1,0
83,1520,60,1,1,2
76,1020,26,0,1,0
98,2500,86,2,1,0
134,2675,70,2,2,0
26,1355,21,0,1,1
30,4530,75,2,1,1
12,40800,465,0,3,5
35,2200,29,0,1,1
26,832,25,1,1,0
90,1305,65,1,1,0
51,750,10,0,1,0
124,2294,80,3,1,0
7,4175,90,3,3,2
26,3424,27,2,2,2
91,10000,1000,0,0,0
89,2230,68,3,2,1
26,2345,58,0,1,0
12,1791,32,1,1,0
76,1020,25,0,1,0
26,1020,33,0,1,0
26,1100,29,1,1,0
30,2354,40,1,1,0
26,1365,30,1,1,0
26,1261,30,0,1,0
93,1326,90,3,1,0
26,1324,34,1,1,0
26,2258,56,0,0,0
72,3169,82,2,2,0
20,1425,44,2,1,1
26,1873,40,1,1,0
7,2330,36,0,1,1
73,2044,25,1,1,0
26,1010,20,0,2,0
0,937,60,1,1,0
30,4394,157,3,4,1
11,2403,74,2,1,0
42,5069,60,2,2,0
111,2150,75,2,1,0
26,789,38,0,1,0
26,2100,40,1,2,0
7,1800,34,0,1,1
26,1028,30,0,1,0
15,2815,52,2,1,0
7,1924,36,0,1,1
26,1500,34,0,1,1
73,6702,71,1,2,0
26,4558,220,0,3,1
106,6999,90,0,2,0
26,28661,580,0,4,0
38,1801,52,2,1,1
20,1500,60,2,1,0
21,2260,106,0,1,0
42,4500,64,2,1,1
26,1029,28,0,0,0
26,575,27,0,0,0
19,1250,80,2,1,0
43,5259,400,3,3,2
20,716,98,2,2,0
102,1637,23,0,1,0
5,1400,60,2,2,0
51,850,11,0,1,0
111,1477,40,1,1,0
99,950,45,1,1,0
124,4801,50,0,1,0
12,3100,85,3,1,0
26,1432,33,1,1,0
20,1359,52,2,1,0
26,1574,25,1,1,0
23,2370,60,1,1,0
26,789,24,0,1,0
7,7695,108,0,1,2
42,10950,250,3,2,1
83,1399,41,2,1,0
83,1590,70,2,1,0
124,2458,83,2,1,0
30,4460,40,1,1,0
7,1950,30,0,1,1
124,2671,35,0,1,0
7,1400,37,0,1,0
128,2540,38,1,1,0
76,680,50,1,1,1
112,1730,28,0,1,1
7,3631,87,0,1,0
124,1650,32,0,1,1
7,2776,42,0,1,1
26,1922,52,0,1,0
7,3026,40,0,2,4
98,2572,30,0,1,0
72,4132,112,3,3,2
83,2187,75,3,1,1
111,1621,42,1,1,0
84,930,72,2,1,0
50,300000,7000,0,0,0
30,1078,30,0,1,0
30,2200,42,1,1,0
134,1217,45,1,1,0
15,1200,80,1,1,0
79,1930,52,1,1,0
119,1780,125,2,1,0
47,2150,38,1,1,0
134,2930,110,2,1,0
59,6540,100,3,3,1
26,1912,30,0,1,0
23,2651,45,1,1,0
124,1772,64,2,1,0
89,1080,50,1,1,1
26,2278,85,0,1,0
7,3585,36,0,1,0
88,460000,23000,0,10,0
42,3430,55,2,2,1
47,2150,46,1,1,0
26,1766,32,1,1,0
26,2390,50,0,1,0
7,1515,30,0,1,1
58,1350,73,2,1,2
118,4400,40,1,1,0
124,2982,172,3,3,1
89,1460,50,2,1,0
106,1940,65,2,2,0
51,920,43,2,1,0
30,3300,70,2,1,0
83,1750,54,1,1,0
60,930,44,2,1,0
26,1231,37,0,0,0
7,22300,607,6,8,6
104,950,60,2,1,0
116,1660,68,2,1,1
30,2100,43,1,1,0
26,1502,52,1,2,0
26,1110,30,1,1,0
7,3490,40,0,1,1
12,2500,35,0,1,1
90,820,60,1,1,1
102,5035,189,3,3,2
7,3800,31,0,1,1
7,1992,30,0,1,1
0,1130,48,2,1,0
2,1650,63,2,1,0
2,1784,35,1,1,0
26,1350,36,1,1,0
30,1713,41,1,1,0
26,2553,32,1,1,0
24,1650,59,2,1,0
26,1208,30,0,1,0
26,910,37,1,1,0
119,2000,57,3,2,0
26,1697,59,0,2,0
44,5292,162,2,3,0
89,4000,125,3,3,2
35,2550,36,0,1,1
75,1530,88,2,2,0
48,2400,120,3,1,0
26,5043,89,0,2,0
7,6425,64,0,0,2
111,1975,70,3,1,0
26,620,31,1,1,0
30,18800,360,4,4,2
100,1584,56,2,1,1
21,1550,48,2,1,1
130,10675,390,4,6,2
82,1250,40,1,1,0
102,1380,24,0,1,1
122,1500,50,2,1,0
103,1850,74,2,2,1
26,1478,47,0,1,0
131,1383,38,1,1,0
102,2684,70,0,0,1
26,1899,70,1,1,0
7,2389,33,0,1,1
26,1180,50,0,1,0
26,1360,30,0,1,1
26,1300,28,0,1,0
102,6853,195,4,5,2
26,6492,135,0,0,0
129,970,33,1,1,4
26,1395,46,1,1,0
7,1436,31,0,1,1
83,3510,63,0,0,0
19,1885,50,2,1,1
124,1970,55,1,1,0
26,1572,40,0,1,0
60,1645,100,2,1,0
15,1330,57,3,1,0
72,2900,72,2,1,0
7,2387,45,0,1,0
40,1704,130,0,1,0
136,940,80,1,1,1
124,2845,80,2,1,0
26,1765,65,1,1,0
110,880,43,2,1,1
134,2215,68,2,1,0
79,2300,60,2,1,0
11,1760,63,3,2,0
20,914,50,2,1,0
124,2370,110,3,1,0
40,1000,50,1,1,1
122,3500,400,0,0,0
26,1400,36,0,1,0
90,1272,50,1,1,0
20,1472,60,2,1,0
73,20288,230,3,5,2
60,1270,40,1,1,0
119,1181,36,1,1,0
10,921,60,2,1,0
26,1130,34,0,1,0
7,2255,62,0,0,0
70,6363,126,2,2,1
84,1200,70,2,1,0
12,4098,90,3,2,1
134,1642,56,1,1,1
44,1540,30,0,1,1
26,100,1,0,0,0
47,2866,65,1,1,0
20,2235,73,3,2,1
86,2000,100,0,2,0
26,2040,85,2,2,0
92,850,60,2,1,0
68,8143,300,3,3,2
26,1670,61,1,1,0
26,1309,39,0,0,0
79,2137,61,2,2,0
55,4048,76,2,1,1
30,1578,27,0,1,0
66,1550,36,0,1,1
26,830,27,1,2,0
7,3442,55,0,1,1
40,1700,43,2,1,1
97,1109,78,2,1,1
136,3190,123,3,2,1
26,3600,70,0,1,0
62,2280,57,3,2,1
26,952,27,0,1,0
26,2183,47,0,1,0
26,1331,23,0,1,0
26,1287,29,0,1,0
26,2100,40,0,1,0
26,1353,32,1,1,0
70,11058,157,4,4,2
7,7392,72,1,1,2
7,4300,90,0,1,1
35,2500,36,0,1,1
111,1434,35,1,1,0
40,1336,36,1,1,0
34,1550,52,1,0,1
26,25300,400,0,4,0
72,2330,50,2,1,0
42,2650,50,1,1,0
92,850,60,2,1,0
136,4846,315,4,3,1
59,4660,40,1,1,0
43,1219,40,1,1,0
7,3430,28,0,1,1
26,2651,61,0,1,0
42,3221,100,3,2,0
26,1871,30,0,1,0
30,4596,168,3,3,0
65,9800,281,5,5,2
102,35900,1000,5,8,10
111,1510,30,1,1,0
119,1358,45,1,1,0
19,1373,70,1,1,0
124,2040,61,2,1,0
124,1650,23,0,1,0
35,800,50,1,1,0
7,1900,33,0,1,1
26,1294,30,0,1,0
3,1340,30,1,1,1
7,8300,450,5,4,3
48,2375,70,2,1,0
12,5265,108,3,2,1
42,4300,64,1,1,0
7,3861,42,0,1,2
20,610,60,1,1,1
7,2800,53,0,1,1
83,1410,75,2,1,0
26,1396,59,1,1,0
40,2008,81,3,2,1
26,2492,63,0,1,0
93,770,56,1,1,0
26,1204,43,1,1,0
44,3006,86,2,1,1
26,1202,36,0,1,0
72,2140,50,2,1,0
84,1500,220,0,2,0
53,3017,260,0,3,0
26,1580,34,0,1,0
26,1455,69,0,2,0
12,3545,110,3,2,1
26,1800,56,0,0,0
79,3100,100,3,1,1
91,1698,98,2,2,0
26,1490,30,1,1,0
30,1059,32,0,1,0
54,750,58,1,1,0
122,1610,70,3,1,0
30,4800,67,1,1,1
26,1410,66,1,1,0
103,850,60,2,1,0
42,2485,65,1,1,0
7,103950,999,0,1,0
123,2850,100,3,2,1
83,8500,480,2,1,0
74,3540,74,2,2,0
7,5434,73,0,2,2
119,900,47,1,1,0
90,2300,80,3,3,0
97,948,36,1,1,0
60,2200,100,2,1,0
119,3665,50,0,1,2
7,30265,261,4,6,3
7,2495,35,0,1,1
73,7187,80,2,1,0
12,8000,75,2,2,1
42,3312,97,2,1,0
59,9350,99,3,2,2
26,5169,210,0,2,0
30,1400,35,0,0,0
129,1400,40,2,1,0
35,847,40,1,1,1
26,1585,36,0,1,0
26,8080,860,0,1,0
134,1300,120,2,1,0
73,951,5,0,1,0
124,830,40,1,1,0
26,9720,170,0,2,0
109,1700,80,0,2,0
136,2342,30,0,2,0
72,2970,80,3,2,0
102,6270,180,3,3,2
102,5440,88,1,2,2
83,1064,28,1,1,0
65,3750,85,2,1,1
107,1150,45,0,1,0
26,1935,40,1,1,0
12,5160,88,3,3,1
26,1608,72,0,1,0
26,1243,38,0,1,0
12,5910,130,3,4,2
35,1716,27,0,1,1
26,1569,37,0,0,0
26,4121,84,0,1,0
12,4390,90,3,3,0
20,2000,48,0,1,0
68,7950,98,2,2,1
35,1720,30,0,0,0
124,2190,65,2,1,0
111,1445,50,1,1,0
26,3000,40,1,1,0
26,890,24,1,1,0
26,2327,58,0,0,0
26,1654,81,1,1,0
102,3000,48,0,0,0
7,2600,36,0,1,1
85,1300,70,3,1,0
26,1209,27,0,0,0
20,1050,70,2,1,0
30,2140,30,1,1,0
83,50000,2140,0,0,0
26,6492,114,0,0,0
7,5350,70,0,1,1
26,1647,40,0,2,0
60,1185,40,1,1,0
83,1900,64,2,1,0
30,3380,77,2,1,0
124,2661,85,3,2,0
26,1638,36,0,1,0
26,1248,32,0,1,0
30,4500,129,3,2,1
23,3720,78,2,1,0
84,6180,520,3,5,1
26,2450,104,0,1,0
38,1445,55,1,1,0
26,2850,30,1,1,0
85,800,48,1,1,0
55,9000,275,2,3,2
26,2675,45,0,1,0
30,1477,26,0,1,0
26,1324,21,0,1,0
102,4750,105,3,3,2
23,3000,80,2,2,0
15,1480,30,0,1,0
26,3291,66,0,1,0
26,1250,31,0,1,0
7,2800,30,0,0,1
7,2390,29,0,1,1
119,1205,36,1,1,0
12,3490,89,3,1,0
26,1280,39,0,1,0
60,1000,50,1,1,0
99,1144,73,3,1,0
42,5800,90,3,2,0
73,7941,140,3,2,1
10,750,40,1,1,0
91,1730,72,0,1,0
83,5100,233,4,3,1
83,1550,33,1,1,1
26,1091,25,1,1,0
26,986,43,0,1,0
40,1610,55,2,1,1
86,2000,500,0,0,0
102,16670,251,4,4,2
92,1300,100,2,2,1
30,1401,26,0,1,0
26,1600,30,1,1,0
26,1665,32,0,1,0
26,1650,34,0,1,0
2,2254,62,2,1,0
20,595,50,2,1,0
26,1400,39,0,1,0
106,1460,60,2,1,0
26,6000,100,0,0,0
12,1655,32,1,1,0
26,1630,30,0,1,0
85,940,39,2,1,0
30,1750,38,1,1,0
26,1260,30,0,0,0
26,104348,903,0,4,50
40,1700,70,2,2,1
130,3900,200,5,4,2
124,1477,38,1,1,0
124,2950,84,3,1,0
124,2520,70,2,2,0
21,869,90,2,1,0
26,28048,770,0,4,0
86,780,45,2,1,0
102,1772,40,0,0,0
72,1840,31,0,1,0
122,2850,80,0,1,0
111,1394,30,1,1,0
106,4900,500,0,1,0
21,885,50,1,1,0
20,994,50,2,1,0
7,2807,34,0,1,1
26,3999,90,0,2,0
93,2077,26,1,1,0
62,1560,25,0,1,1
26,3198,80,0,1,0
122,1226,20,0,0,0
39,660,40,1,1,0
12,1247,23,0,1,0
79,3140,105,3,1,1
26,1807,42,0,1,0
2,2779,96,3,2,1
134,2600,96,2,1,0
90,10000,420,0,0,0
40,1375,48,2,1,0
48,2045,66,2,1,0
26,2564,38,0,2,0
62,1815,39,0,2,1
59,20225,190,4,3,2
34,1290,39,1,0,1
26,1200,35,0,2,0
92,800,50,2,1,0
26,1600,40,0,1,0
30,4300,150,3,2,0
26,1250,30,0,0,0
72,380,20,0,1,0
12,6800,163,3,2,2
74,4440,103,2,1,0
26,725,27,0,0,0
7,1691,30,0,1,1
73,21600,200,4,3,2
76,1100,70,2,2,0
65,5013,69,3,2,1
11,1180,55,2,1,0
124,2625,89,2,1,0
102,4050,85,0,0,2
42,2603,38,1,1,0
124,4049,140,3,2,1
62,2000,200,2,3,2
76,1452,37,0,1,0
7,6406,71,0,2,1
40,1788,75,3,3,1
67,10000,300,0,0,0
12,3447,60,1,2,1
12,4152,50,0,1,1
41,1062,60,1,1,0
26,9748,174,0,0,0
46,1341,33,0,1,0
40,760,50,1,1,0
112,1602,28,0,0,1
76,980,60,2,1,0
100,12660,900,0,3,0
86,800,38,0,1,1
26,3200,45,0,0,0
26,2039,65,0,2,0
124,2401,32,0,1,2
26,1076,33,1,1,0
124,3134,100,3,2,1
127,800,48,1,1,0
89,1390,23,0,0,1
26,1700,44,1,1,0
47,2840,73,2,1,0
26,967,23,0,1,0
84,1280,60,3,1,0
59,4930,50,1,1,1
26,1032,21,1,1,0
12,7415,111,3,3,2
26,1240,20,0,1,0
36,1007,68,2,2,0
26,1352,35,0,1,0
124,2330,46,1,2,0
26,500,37,2,1,1
26,1380,30,1,1,0
42,3500,59,2,0,0
124,1460,20,1,1,0
51,2300,100,0,0,0
15,1350,30,1,1,1
30,1702,36,0,1,0
2,1930,50,2,1,0
26,1341,39,0,1,0
111,1590,25,1,1,1
30,4987,100,3,2,1
7,3451,53,0,1,0
134,1870,60,2,1,0
26,3829,85,0,1,0
125,8224,157,0,2,0
26,1515,36,0,1,0
48,3620,167,3,1,2
26,1780,46,1,1,0
2,2440,70,3,2,0
20,1005,41,2,1,0
7,2193,38,0,1,1
27,1000,45,1,1,0
83,1100,45,1,1,0
76,1080,52,0,1,0
134,3960,130,3,3,0
26,1500,29,1,1,0
89,5700,800,0,0,0
118,3125,120,1,1,0
26,1166,23,0,1,0
12,3100,35,0,2,1
70,5720,131,3,3,1
30,1975,55,1,1,0
92,1100,80,1,1,0
30,3278,75,2,1,0
7,2050,54,0,1,1
124,2200,33,0,1,1
30,1926,36,0,1,0
11,934,60,1,2,0
73,3728,32,0,1,1
130,11500,1000,3,4,5
83,1547,45,0,1,0
26,2115,47,0,1,0
26,1120,30,1,1,0
119,1230,37,1,1,0
26,2587,44,1,1,0
35,950,55,2,1,0
47,2700,70,2,1,0
7,4908,150,2,3,1
35,1900,30,0,1,0
30,1769,28,1,1,0
26,1513,42,0,3,0
26,1239,20,0,1,0
26,1300,30,0,1,0
72,3813,99,3,1,1
124,3083,115,3,2,1
7,1950,31,0,1,1
9,910,44,1,1,0
107,1600,74,2,2,0
7,1975,24,0,1,1
59,10600,41,0,1,0
20,6550,175,5,4,2
26,375,4,0,0,1
89,970,37,1,1,4
20,900,40,2,1,1
26,1356,32,1,1,0
100,998,55,1,1,0
26,12584,337,0,2,0
34,1200,35,1,0,1
96,1032,40,1,1,0
43,6776,210,3,4,2
102,1832,41,0,0,1
138,11679,1182,0,3,0
12,3600,24,0,1,0
42,1800,32,1,1,0
44,850,60,2,1,0
73,11849,80,2,2,0
26,1720,55,0,1,0
40,1291,80,1,1,0
26,1940,50,1,1,0
44,1436,45,1,1,1
99,1100,100,2,1,0
30,5700,74,2,1,0
62,1900,33,0,1,1
111,1407,33,1,1,0
30,3300,65,2,1,0
73,9000,137,3,3,2
124,5060,150,3,2,0
48,2904,28,1,1,0
26,1230,45,0,1,0
111,1140,28,1,1,0
26,1451,23,0,1,0
26,1450,37,0,1,0
134,1349,17,0,1,0
122,900,30,1,1,0
26,300,4,0,0,1
12,4156,112,3,2,1
15,1740,75,2,2,1
102,1880,25,1,1,1
26,2141,67,1,1,0
26,2232,42,1,1,0
83,1750,23,2,1,0
48,1849,80,3,1,0
7,2981,53,0,0,1
20,857,49,1,1,0
111,1000,32,1,1,0
7,9700,157,3,3,2
124,1815,100,3,1,0
30,4163,100,3,2,1
62,2015,40,0,0,1
98,1900,200,1,1,0
83,1142,84,3,1,0
39,850,50,1,1,0
134,2000,85,2,1,0
26,1652,30,0,1,0
26,2243,52,0,2,0
119,900,20,1,1,0
7,16750,511,5,7,5
26,1228,33,1,2,0
